0.000000000000000000e+00 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.848336999999999810e-03 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.696673999999999620e-03 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.545010999999999864e-03 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.393347999999999240e-03 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.241684999999999484e-03 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.109002199999999973e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.293835899999999997e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.478669599999999848e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.663503300000000046e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.848336999999999897e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.033170699999999748e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.218004399999999945e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.402838099999999796e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.587671799999999994e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.772505499999999845e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.957339199999999696e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.142172899999999547e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.327006600000000092e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.511840299999999943e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.696673999999999793e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.881507699999999644e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.066341399999999495e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.251175100000000040e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.436008799999999891e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.620842499999999742e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.805676199999999593e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.990509899999999444e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.175343599999999988e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.360177299999999839e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.545010999999999690e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.729844699999999541e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.914678399999999392e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.099512099999999937e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.284345799999999094e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.469179499999999639e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.654013200000000183e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.838846899999999340e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.023680599999999885e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.208514299999999042e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.393347999999999587e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.578181700000000132e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.763015399999999289e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
7.947849099999999833e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
8.132682799999998990e-02 -0.000000000000000000e+00 5.000000000000463796e-02 0.000000000000000000e+00 0.000000000000000000e+00
