1.7415e-06,0,0,0,0,0,0
-3.2638e-05,0,0,0,0.02,0,0
-0.00017003,0,0,0,0.04,0,0
-0.00041933,0,0,0,0.06,0,0
-0.00073437,0,0,0,0.08,0,0
-0.0010737,0,0,0,0.1,0,0
-0.0014061,0,0,0,0.12,0,0
-0.001712,0,0,0,0.14,0,0
-0.0019763,0,0,0,0.16,0,0
-0.0021894,0,0,0,0.18,0,0
-0.0023453,0,0,0,0.2,0,0
-0.0024403,0,0,0,0.22,0,0
-0.0024722,0,0,0,0.24,0,0
-0.0024401,0,0,0,0.26,0,0
-0.0023432,0,0,0,0.28,0,0
-0.0021814,0,0,0,0.3,0,0
-0.0019547,0,0,0,0.32,0,0
-0.0016636,0,0,0,0.34,0,0
-0.0013091,0,0,0,0.36,0,0
-0.00089286,0,0,0,0.38,0,0
-0.00041752,0,0,0,0.4,0,0
0.00011318,0,0,0,0.42,0,0
0.00069416,0,0,0,0.44,0,0
0.0013188,0,0,0,0.46,0,0
0.001979,0,0,0,0.48,0,0
0.0026649,0,0,0,0.5,0,0
0.0033651,0,0,0,0.52,0,0
0.0040669,0,0,0,0.54,0,0
0.0047564,0,0,0,0.56,0,0
0.0054189,0,0,0,0.58,0,0
0.0060393,0,0,0,0.6,0,0
0.0066029,0,0,0,0.62,0,0
0.0070958,0,0,0,0.64,0,0
0.0075054,0,0,0,0.66,0,0
0.0078212,0,0,0,0.68,0,0
0.0080355,0,0,0,0.7,0,0
0.0081437,0,0,0,0.72,0,0
0.0081447,0,0,0,0.74,0,0
0.0080414,0,0,0,0.76,0,0
0.0078408,0,0,0,0.78,0,0
0.0075537,0,0,0,0.8,0,0
0.0071949,0,0,0,0.82,0,0
0.006783,0,0,0,0.84,0,0
0.0063394,0,0,0,0.86,0,0
0.0058891,0,0,0,0.88,0,0
0.0054598,0,0,0,0.9,0,0
0.0050806,0,0,0,0.92,0,0
0.0047811,0,0,0,0.94,0,0
0.0045896,0,0,0,0.96,0,0
0.0045306,0,0,0,0.98,0,0
0.0045369,0,0,0,1,0,0
3.6141e-05,0,0,0,0,0.02,0
1.5274e-06,6.6788e-05,-6.6237e-05,0,0.02,0.02,0
-0.00012582,8.0023e-05,-2.3545e-05,0,0.04,0.02,0
-0.00034885,-1.7574e-05,6.18e-05,0,0.06,0.02,0
-0.00062879,-0.00025891,0.00015723,0,0.08,0.02,0
-0.00093087,-0.00064699,0.00024801,0,0.1,0.02,0
-0.0012285,-0.0011697,0.00032792,0,0.12,0.02,0
-0.0015034,-0.001809,0.00039436,0,0.14,0.02,0
-0.0017418,-0.0025449,0.00044728,0,0.16,0.02,0
-0.0019344,-0.0033574,0.00048765,0,0.18,0.02,0
-0.0020751,-0.0042275,0.0005167,0,0.2,0.02,0
-0.0021599,-0.0051375,0.0005357,0,0.22,0.02,0
-0.0021865,-0.0060716,0.00054572,0,0.24,0.02,0
-0.0021535,-0.0070149,0.0005476,0,0.26,0.02,0
-0.00206,-0.0079539,0.00054191,0,0.28,0.02,0
-0.0019056,-0.0088756,0.00052902,0,0.3,0.02,0
-0.0016904,-0.0097674,0.00050906,0,0.32,0.02,0
-0.0014146,-0.010617,0.00048204,0,0.34,0.02,0
-0.0010792,-0.011412,0.00044787,0,0.36,0.02,0
-0.00068592,-0.01214,0.00040646,0,0.38,0.02,0
-0.00023716,-0.012789,0.00035778,0,0.4,0.02,0
0.00026345,-0.013346,0.00030189,0,0.42,0.02,0
0.00081103,-0.0138,0.00023903,0,0.44,0.02,0
0.0013993,-0.01414,0.00016967,0,0.46,0.02,0
0.0020206,-0.014356,9.4533e-05,0,0.48,0.02,0
0.0026656,-0.01444,1.4617e-05,0,0.5,0.02,0
0.0033237,-0.014384,-6.878e-05,0,0.52,0.02,0
0.0039828,-0.014186,-0.00015407,0,0.54,0.02,0
0.00463,-0.013845,-0.00023941,0,0.56,0.02,0
