5.2086e-11,0,0,0,0,0,0
6.9067e-05,0,0,0,0.02,0,0
-0.00038748,0,0,0,0.04,0,0
-0.0021025,0,0,0,0.06,0,0
-0.0052686,0,0,0,0.08,0,0
-0.0094068,0,0,0,0.1,0,0
-0.013939,0,0,0,0.12,0,0
-0.019151,0,0,0,0.14,0,0
-0.024931,0,0,0,0.16,0,0
-0.030194,0,0,0,0.18,0,0
-0.034084,0,0,0,0.2,0,0
-0.036369,0,0,0,0.22,0,0
-0.036916,0,0,0,0.24,0,0
-0.035675,0,0,0,0.26,0,0
-0.032675,0,0,0,0.28,0,0
-0.027981,0,0,0,0.3,0,0
-0.021689,0,0,0,0.32,0,0
-0.013922,0,0,0,0.34,0,0
-0.00483,0,0,0,0.36,0,0
0.0054255,0,0,0,0.38,0,0
0.016676,0,0,0,0.4,0,0
0.028752,0,0,0,0.42,0,0
0.041492,0,0,0,0.44,0,0
0.054736,0,0,0,0.46,0,0
0.068333,0,0,0,0.48,0,0
0.082133,0,0,0,0.5,0,0
0.095987,0,0,0,0.52,0,0
0.10974,0,0,0,0.54,0,0
0.12323,0,0,0,0.56,0,0
0.13629,0,0,0,0.58,0,0
0.14874,0,0,0,0.6,0,0
0.16038,0,0,0,0.62,0,0
0.17101,0,0,0,0.64,0,0
0.18045,0,0,0,0.66,0,0
0.1885,0,0,0,0.68,0,0
0.195,0,0,0,0.7,0,0
0.1998,0,0,0,0.72,0,0
0.20281,0,0,0,0.74,0,0
0.20396,0,0,0,0.76,0,0
0.20324,0,0,0,0.78,0,0
0.20072,0,0,0,0.8,0,0
0.19656,0,0,0,0.82,0,0
0.19108,0,0,0,0.84,0,0
0.18531,0,0,0,0.86,0,0
0.18025,0,0,0,0.88,0,0
0.17572,0,0,0,0.9,0,0
0.17158,0,0,0,0.92,0,0
0.1686,0,0,0,0.94,0,0
0.16706,0,0,0,0.96,0,0
0.16672,0,0,0,0.98,0,0
0.16685,0,0,0,1,0,0
-6.8663e-05,0,0,0,0,0.02,0
-8.796e-07,0.00053919,-0.00053838,0,0.02,0.02,0
-0.00040628,0.0013033,-0.00054225,0,0.04,0.02,0
-0.0017709,0.0016875,-0.00033483,0,0.06,0.02,0
-0.0044246,0.0013664,4.3246e-05,0,0.08,0.02,0
-0.008248,0.00047642,0.00055495,0,0.1,0.02,0
-0.012621,-0.00092735,0.0010464,0,0.12,0.02,0
-0.01774,-0.0027092,0.0012906,0,0.14,0.02,0
-0.023469,-0.0046381,0.00127,0,0.16,0.02,0
-0.028823,-0.0065803,0.0011643,0,0.18,0.02,0
-0.032976,-0.0084898,0.0010604,0,0.2,0.02,0
-0.035575,-0.010325,0.00096913,0,0.22,0.02,0
-0.036421,-0.012064,0.00088875,0,0.24,0.02,0
-0.035434,-0.013692,0.00081538,0,0.26,0.02,0
-0.032621,-0.015199,0.000745,0,0.28,0.02,0
-0.028046,-0.01658,0.00067536,0,0.3,0.02,0
-0.021818,-0.017829,0.00060558,0,0.32,0.02,0
-0.01408,-0.018945,0.00053559,0,0.34,0.02,0
-0.0049935,-0.019925,0.00046573,0,0.36,0.02,0
0.0052704,-0.020769,0.00039645,0,0.38,0.02,0
0.016538,-0.02148,0.00032817,0,0.4,0.02,0
0.028637,-0.022058,0.00026111,0,0.42,0.02,0
0.041402,-0.022505,0.0001953,0,0.44,0.02,0
0.054674,-0.022824,0.00013053,0,0.46,0.02,0
0.068301,-0.023016,6.6415e-05,0,0.48,0.02,0
0.082132,-0.023082,2.4064e-06,0,0.5,0.02,0
0.096016,-0.023021,-6.2079e-05,0,0.52,0.02,0
0.1098,-0.022832,-0.00012759,0,0.54,0.02,0
0.12332,-0.022513,-0.00019456,0,0.56,0.02,0
